,id,year_birth,education,marital_status,income,kidhome,teenhome,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,mnt_total_sin_vino,mntwines_sin_cero,mnt_wines_box
1722,569,1991,Graduation,Single,90273.0,0,0,32,704,129,853,120,74,111,1,5,6,7,2,1287,704.0,14.446953958152697
1723,4686,1962,PhD,Widow,82571.0,0,0,28,861,31,558,62,95,79,0,6,5,13,2,825,861.0,15.294505531960183
1724,1381,1982,PhD,Single,38513.0,1,0,20,172,3,115,16,0,18,5,6,1,5,8,152,172.0,9.441832035142419
1725,2634,1979,Master,Single,16653.0,1,0,10,5,7,31,15,4,7,3,2,1,3,6,64,5.0,1.9244818756988418
1726,10905,1955,Graduation,Together,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,58,194.0,9.812359298318894
1727,1744,1965,Basic,Single,23529.0,0,1,67,9,7,13,3,2,20,1,1,1,2,6,45,9.0,2.811601860188697
1728,1000,1961,Master,Together,74881.0,1,1,48,505,72,270,36,27,54,4,9,2,12,5,459,505.0,13.126394823911017
1729,3828,1951,Graduation,Married,71107.0,0,1,61,533,10,217,198,174,195,2,7,6,13,4,794,533.0,13.334504274938563
1730,8605,1964,PhD,Together,46910.0,1,1,36,48,0,14,0,0,6,2,2,0,3,6,20,48.0,6.052177081825573
1731,10304,1959,Graduation,Married,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,54,6.0,2.1877070981936266
1732,4351,1955,Graduation,Divorced,37244.0,1,1,90,18,2,10,0,0,25,1,1,1,2,7,37,18.0,4.013194043644647
1733,10129,1966,Graduation,Together,82427.0,0,0,35,482,147,509,104,107,107,1,3,5,12,1,974,482.0,12.94856729791655
1734,2499,1958,2n Cycle,Single,75342.0,0,1,38,204,97,97,21,118,26,1,5,2,10,4,359,204.0,9.969957966601662
1735,10092,1954,Graduation,Divorced,70044.0,0,1,46,1073,0,250,153,14,14,4,7,10,5,5,431,1073.0,16.26436932676463
1736,7500,1967,Graduation,Single,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,319,245.0,10.558885765631256
1737,5796,1963,Graduation,Married,77437.0,0,0,70,560,21,442,29,44,29,1,4,5,13,1,565,560.0,13.527214209518316
1738,10556,1959,Graduation,Married,54984.0,0,1,51,173,13,131,32,3,6,4,6,1,6,7,185,173.0,9.459458016185025
1739,1064,1971,PhD,Married,42403.0,1,0,18,22,1,11,0,5,3,1,1,0,3,8,20,22.0,4.395974737150925
1740,48,1964,Graduation,Together,55761.0,0,1,97,136,1,12,0,3,32,2,4,1,3,6,48,136.0,8.746043931313558
1741,7610,1983,Graduation,Together,37292.0,1,0,32,275,0,86,10,23,66,5,6,3,5,8,185,275.0,10.942503263484797
1742,263,1945,PhD,Single,45576.0,0,0,9,56,19,29,2,14,25,1,3,1,3,8,89,56.0,6.413742408118401
1743,10814,1947,Graduation,Together,70321.0,0,0,6,303,23,751,82,26,191,1,6,5,13,4,1073,303.0,11.271981354734924
1744,9710,1969,PhD,Divorced,58086.0,0,1,80,708,7,62,0,0,15,2,11,3,7,8,84,708.0,14.47030665047017
1745,9292,1952,Graduation,Married,81795.0,0,0,74,324,132,693,27,118,88,1,4,11,7,2,1058,324.0,11.503749652985707
1746,10250,1947,Basic,Together,28389.0,0,0,49,1,5,3,7,4,8,1,1,0,2,7,27,1.0,0.0
1747,7881,1946,Master,Married,66835.0,0,0,21,620,26,195,34,17,141,1,6,4,13,2,413,620.0,13.930684464333389
1748,5847,1969,Graduation,Divorced,69901.0,0,1,95,312,21,206,102,92,149,3,7,3,10,5,570,312.0,11.372805773268754
1749,737,1949,PhD,Married,80360.0,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,738,1493.0,17.809118108922437
1750,3571,1961,PhD,Together,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,183,918.0,15.572207058998703
1751,7807,1974,Graduation,Married,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,271,98.0,7.832275764293192
1752,3878,1980,2n Cycle,Single,31859.0,1,0,3,3,4,7,15,8,11,1,1,0,3,7,45,3.0,1.2398505612761228
1753,5092,1949,PhD,Widow,51569.0,0,1,39,380,0,47,6,0,34,4,7,1,7,8,87,380.0,12.068826697497096
1754,2154,1971,Graduation,Widow,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,29,15.0,3.6795049699090994
1755,5394,1979,Basic,Single,16014.0,1,1,42,3,9,4,7,8,7,4,1,1,4,3,35,3.0,1.2398505612761228
1756,3798,1968,Graduation,Married,41120.0,1,1,80,24,2,23,0,8,24,3,2,1,3,6,57,24.0,4.567174118159448
1757,3524,1971,Master,Single,39763.0,1,0,9,80,1,60,4,6,16,2,5,1,2,9,87,80.0,7.297942795558118
1758,5247,1955,PhD,Married,38725.0,1,1,52,31,0,6,2,1,5,2,1,0,4,4,14,31.0,5.089787503612752
1759,5883,1972,Graduation,Married,77981.0,1,0,78,138,120,204,16,126,60,3,7,4,7,5,526,138.0,8.788276814822535
1760,2118,1964,2n Cycle,Married,62905.0,0,1,68,166,75,96,119,107,59,3,7,2,8,4,456,166.0,9.334354944314374
1761,8812,1979,2n Cycle,Divorced,13533.0,1,0,45,12,3,8,8,0,17,2,2,0,3,7,36,12.0,3.2885808404328944
1762,6616,1975,Graduation,Together,59481.0,0,1,47,178,3,85,71,66,58,2,3,3,8,2,283,178.0,9.54640844057436
1763,2797,1977,Graduation,Married,72117.0,0,1,34,707,20,171,65,60,50,1,9,7,9,5,366,707.0,14.46447819513218
1764,4328,1986,2n Cycle,Married,21955.0,1,0,81,5,1,7,17,14,11,2,2,1,3,6,50,5.0,1.9244818756988418
1765,9167,1956,Graduation,Married,67131.0,0,1,72,465,71,250,93,35,62,3,9,2,12,6,511,465.0,12.812802987058593
1766,10560,1980,PhD,Single,36802.0,1,0,23,16,1,2,0,0,1,1,1,0,3,5,4,16.0,3.7961258512559892
1767,2631,1982,Graduation,Together,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,791,358.0,11.85516391772747
1768,8312,1961,Basic,Married,28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,42,1.0,0.0
1769,5534,1975,Master,Married,47808.0,0,1,30,123,1,26,2,0,72,2,3,2,3,7,101,123.0,8.458975310666363
1770,5093,1974,PhD,Divorced,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,61,40.0,5.639783201220357
1771,7592,1946,PhD,Married,51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,107,102.0,7.940398566488921
1772,8895,1985,Graduation,Single,70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,621,347.0,11.744447695733236
1773,8584,1952,PhD,Together,85431.0,0,0,54,376,53,462,168,53,53,1,2,7,7,0,789,376.0,12.030713696415184
1774,2694,1967,Graduation,Married,42664.0,0,1,44,21,0,3,0,0,0,1,1,0,3,6,3,21.0,4.305755122990643
1775,8910,1955,Graduation,Together,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,58,194.0,9.812359298318894
1776,7433,1985,Graduation,Single,29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,101,64.0,6.736820394085113
1777,164,1977,PhD,Married,28973.0,0,0,59,206,0,46,3,2,12,2,5,1,5,8,63,206.0,10.00074767762761
1778,10477,1973,PhD,Together,39435.0,1,0,16,71,0,18,0,0,13,1,3,1,2,7,31,71.0,6.994469623496528
1779,2681,1984,2n Cycle,Married,65370.0,0,0,1,71,22,112,138,89,29,1,2,3,13,1,390,71.0,6.994469623496528
1780,5150,1979,Basic,Single,20194.0,1,0,64,0,4,7,11,10,15,2,2,0,3,6,47,1e-08,-4.544805124254636
1781,5283,1976,PhD,Single,42473.0,1,1,72,93,1,21,0,4,25,3,2,1,4,5,51,93.0,7.692144385911262
1782,9645,1968,Graduation,Married,64590.0,0,0,98,920,138,168,36,46,30,1,9,4,10,6,418,920.0,15.581702591050545
1783,10678,1959,Graduation,Together,71232.0,0,1,91,653,17,170,34,26,17,2,11,2,10,7,264,653.0,14.13968491004713
1784,7261,1971,Graduation,Together,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,119,199.0,9.891934925795887
1785,9648,1967,Graduation,Single,46904.0,1,1,20,153,4,56,0,9,31,4,5,1,4,8,100,153.0,9.09060447140276
1786,2870,1973,Graduation,Married,49094.0,0,1,6,376,0,38,11,8,69,5,6,3,6,6,126,376.0,12.030713696415184
1787,8008,1983,Graduation,Together,36075.0,1,0,54,46,0,30,12,1,30,1,2,0,4,6,73,46.0,5.954453820834097
1788,1513,1979,2n Cycle,Together,60839.0,1,1,72,600,21,128,223,150,128,13,2,2,12,8,650,600.0,13.799735076234168
1789,6173,1979,Graduation,Together,77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,544,425.0,12.477291153139477
1790,1419,1950,Graduation,Together,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,58,18.0,4.013194043644647
1791,9150,1963,PhD,Single,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,10,52.0,6.23841752253934
1792,7960,1962,2n Cycle,Together,82122.0,0,0,89,734,22,350,151,25,100,1,3,9,13,1,648,734.0,14.619628453551435
1793,1250,1976,Graduation,Single,37697.0,1,0,82,34,6,21,11,4,8,1,2,1,3,6,50,34.0,5.28561879406011
1794,9905,1952,Graduation,Together,34074.0,1,1,69,135,1,41,10,1,67,5,3,3,3,6,120,135.0,8.724744614284834
1795,10691,1960,Master,Married,28520.0,1,1,55,11,0,10,0,2,20,1,1,1,2,6,32,11.0,3.141177513258352
1796,7002,1955,Graduation,Single,62535.0,0,1,13,163,48,90,0,45,52,1,3,2,8,3,235,163.0,9.27947007962792
1797,2952,1977,Master,Single,36273.0,1,0,80,29,3,30,3,2,9,2,3,0,3,6,47,29.0,4.9508101046881015
1798,8439,1964,Graduation,Together,63404.0,0,2,97,734,26,70,11,44,17,2,6,3,4,4,168,734.0,14.619628453551435
1799,762,1981,2n Cycle,Together,75774.0,1,0,27,340,21,134,258,14,56,1,7,5,8,4,483,340.0,11.672550874835414
1800,2831,1976,Graduation,Together,78416.0,0,1,99,453,38,279,188,38,183,2,7,7,10,3,726,453.0,12.71460703800313
1801,6977,1974,Graduation,Together,75702.0,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,848,1073.0,16.26436932676463
1802,6289,1951,Master,Together,59385.0,1,1,85,135,0,10,0,4,36,2,3,1,4,5,50,135.0,8.724744614284834
1803,4168,1966,Graduation,Single,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,202,231.0,10.367124176424765
1804,8397,1951,Graduation,Married,44689.0,1,1,82,18,0,5,0,0,11,2,1,1,2,7,16,18.0,4.013194043644647
1805,9284,1958,Graduation,Together,53977.0,0,1,21,620,16,165,0,24,82,5,5,5,12,5,287,620.0,13.930684464333389
1806,6237,1966,PhD,Single,7144.0,0,2,92,81,4,33,5,2,291,0,23,1,1,0,335,81.0,7.329982268134915
1807,3130,1964,Graduation,Single,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,32,12.0,3.2885808404328944
1808,1619,1956,Graduation,Married,90369.0,0,0,2,292,51,981,224,23,17,1,4,6,6,1,1296,292.0,11.145511525439897
1809,1990,1974,PhD,Single,63159.0,0,0,74,965,34,586,89,86,37,1,3,5,8,3,832,965.0,15.791191576077827
1810,5513,1966,Graduation,Together,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,13,27.0,4.8041017813813705
1811,269,1963,PhD,Single,46757.0,0,1,71,777,30,163,0,51,122,6,4,4,7,9,366,777.0,14.857723853409716
1812,8093,1969,Master,Married,79734.0,0,0,72,572,8,232,23,62,17,1,4,3,6,1,342,572.0,13.610530969922632
1813,10513,1992,Graduation,Together,63207.0,0,0,68,438,169,565,91,169,70,1,2,3,6,7,1064,438.0,12.588951766647646
1814,10177,1954,Graduation,Divorced,72071.0,0,1,4,531,69,300,150,138,150,3,5,4,8,2,807,531.0,13.319927349572279
1815,2549,1983,PhD,Together,21840.0,1,0,80,17,0,9,0,0,1,1,1,0,3,9,10,17.0,3.907164476627945
1816,5782,1982,2n Cycle,Together,58582.0,0,1,15,402,35,106,101,77,42,2,9,2,9,5,361,402.0,12.272999935366693
1817,10057,1951,Graduation,Single,72282.0,0,0,70,503,27,419,90,139,153,1,5,7,9,7,828,503.0,13.111186641912237
1818,10307,1956,Graduation,Married,50387.0,0,2,91,369,9,87,12,14,34,3,6,2,8,5,156,369.0,11.963244046959502
1819,8566,1961,PhD,Together,32583.0,1,1,10,5,0,3,0,0,1,1,1,0,2,7,4,5.0,1.9244818756988418
1820,2415,1962,Graduation,Together,62568.0,0,1,99,362,17,398,80,35,61,3,5,3,5,4,591,362.0,11.894763243285965
1821,5684,1971,Master,Divorced,44635.0,1,1,25,56,0,9,0,0,3,2,2,0,3,7,12,56.0,6.413742408118401
1822,8334,1971,Master,Single,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,52,79.0,7.265587744031633
1823,9166,1968,Graduation,Married,63967.0,0,1,57,387,84,141,73,35,162,3,4,4,12,2,495,387.0,12.13477410736162
1824,1440,1978,2n Cycle,Together,52513.0,0,0,84,367,17,241,104,188,232,2,9,5,9,7,782,367.0,11.94378278437669
1825,78,1969,Graduation,Married,25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,22,15.0,3.6795049699090994
1826,5441,1965,PhD,Widow,54111.0,0,1,97,267,6,54,8,3,50,2,5,2,6,5,121,267.0,10.843547463147504
1827,5302,1986,Graduation,Together,78394.0,0,0,13,298,27,697,216,24,166,1,4,6,5,2,1130,298.0,11.214949175879942
1828,4687,1958,Master,Married,80739.0,0,0,92,674,92,736,39,0,92,1,3,11,9,1,959,674.0,14.268409903189985
1829,1087,1975,Master,Together,22669.0,1,0,30,16,14,36,37,22,48,3,4,1,2,9,157,16.0,3.7961258512559892
1830,6859,1987,Graduation,Single,29236.0,1,0,30,37,4,24,16,9,9,2,4,0,3,9,62,37.0,5.468336708159805
1831,9860,1959,Graduation,Together,44911.0,0,1,11,159,0,22,2,1,31,3,4,1,4,7,56,159.0,9.205044542546842
1832,7129,1962,PhD,Married,54693.0,0,1,72,686,17,142,23,26,35,8,6,4,13,6,243,686.0,14.340560956187213
1833,5866,1974,Graduation,Together,48186.0,1,0,39,97,3,66,12,7,34,3,4,1,4,7,122,97.0,7.804705505414121
1834,10521,1977,Graduation,Married,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,111,63.0,6.698231126426212
1835,7393,1978,Graduation,Together,41580.0,1,1,15,56,5,24,4,0,3,3,2,1,3,5,36,56.0,6.413742408118401
1836,7849,1970,PhD,Married,80336.0,0,0,12,209,19,456,160,142,66,1,2,9,13,1,843,209.0,10.046495677114773
1837,332,1957,Graduation,Married,47743.0,0,1,56,198,2,43,0,12,20,3,4,1,6,6,77,198.0,9.876146242314054
1838,9847,1955,2n Cycle,Married,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,274,313.0,11.383867153079624
1839,531,1954,PhD,Divorced,57333.0,0,1,55,941,14,397,76,58,176,11,8,5,9,6,721,941.0,15.68044110881661
1840,9576,1982,PhD,Together,32313.0,1,0,60,86,4,56,2,4,7,3,4,0,4,9,73,86.0,7.485680103106322
1841,6906,1953,Master,Widow,84953.0,0,0,73,167,48,602,63,72,72,1,3,10,4,2,857,167.0,9.352477050089469
1842,7419,1968,Master,Divorced,27071.0,1,0,90,8,3,19,0,2,3,2,2,0,3,6,27,8.0,2.6247053095507065
1843,3170,1957,Master,Together,68148.0,0,0,86,389,66,408,37,57,85,1,4,4,6,2,653,389.0,12.153444327939372
1844,8527,1965,Master,Together,65735.0,1,1,37,239,7,119,4,15,11,5,6,2,6,7,156,239.0,10.477782713373365
1845,7872,1975,PhD,Married,86836.0,0,0,7,179,21,273,0,21,63,1,6,10,6,5,378,179.0,9.563568159557484
1846,9931,1963,PhD,Married,4023.0,1,1,29,5,0,1,1,1,1,15,0,0,0,19,4,5.0,1.9244818756988418
1847,10595,1990,Graduation,Married,30093.0,0,0,19,2,6,28,13,4,16,1,2,0,3,7,67,2.0,0.7477012808066248
1848,4609,1966,PhD,Married,57705.0,0,1,14,383,0,53,6,4,40,3,8,1,6,6,103,383.0,12.097205536522411
1849,5010,1988,Graduation,Single,25008.0,1,0,72,2,8,8,6,1,9,2,1,0,3,8,32,2.0,0.7477012808066248
1850,4427,1995,2n Cycle,Single,83257.0,0,0,56,536,27,590,38,107,67,1,5,10,12,6,829,536.0,13.35628945520104
1851,11148,1975,Graduation,Together,22280.0,1,0,85,2,1,4,3,1,2,1,1,0,2,8,11,2.0,0.7477012808066248
1852,1168,1978,PhD,Married,72159.0,0,0,62,322,53,899,34,40,53,1,4,6,10,2,1079,322.0,11.482192751523481
1853,9595,1961,Graduation,Together,64260.0,0,0,1,539,169,816,20,0,30,1,4,5,4,3,1035,539.0,13.377979238410697
1854,10163,1984,PhD,Single,82733.0,0,0,28,712,50,420,65,38,38,1,8,4,7,4,611,712.0,14.493556120823486
1855,2886,1971,Master,Divorced,74290.0,0,1,70,1121,0,72,0,12,12,4,10,8,10,6,96,1121.0,16.46274536904439
1856,6710,1951,Master,Single,58217.0,2,1,84,68,1,13,3,5,13,1,2,0,4,6,35,68.0,6.886603862826373
1857,5316,1976,Master,Together,21024.0,0,0,89,36,4,18,6,2,18,1,2,0,4,7,48,36.0,5.408765242582039
1858,9029,1972,PhD,Married,70116.0,0,0,73,707,44,603,95,58,29,1,2,8,12,1,829,707.0,14.46447819513218
1859,521,1985,Graduation,Together,54006.0,1,0,42,174,77,203,6,24,97,2,8,1,7,7,407,174.0,9.477004290762618
1860,1459,1966,PhD,Married,69063.0,0,1,16,666,35,124,69,8,26,1,5,3,5,3,262,666.0,14.219747665924217
1861,10241,1975,2n Cycle,Divorced,11448.0,0,0,16,0,0,0,6,2,6,1,1,0,2,6,14,1e-08,-4.544805124254636
1862,1630,1979,Graduation,Single,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,262,162.0,9.260999122599614
1863,3254,1971,Graduation,Married,70886.0,1,0,65,407,70,239,103,88,53,1,5,4,4,2,553,407.0,12.318176265094621
1864,9064,1982,Graduation,Married,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,732,823.0,15.101254190704779
1865,3678,1973,Graduation,Widow,60208.0,1,1,13,488,23,71,15,0,59,11,8,3,7,7,168,488.0,12.9955878341629
1866,4227,1968,Master,Together,32889.0,1,1,78,28,0,13,4,2,8,3,2,1,3,5,27,28.0,4.878483258254172
1867,9467,1984,Graduation,Single,34738.0,1,0,51,3,2,10,3,0,2,1,1,0,3,6,17,3.0,1.2398505612761228
1868,8486,1971,Master,Together,30538.0,1,0,27,284,0,52,8,3,20,4,9,0,4,10,83,284.0,11.051166170867212
1869,2186,1977,2n Cycle,Together,82326.0,0,0,30,938,142,754,159,81,183,1,5,10,6,2,1319,938.0,15.666442073615588
1870,3286,1967,PhD,Divorced,26642.0,1,0,71,13,2,15,2,2,8,2,2,0,3,6,29,13.0,3.426646026793662
1871,8602,1964,Graduation,Divorced,69932.0,0,1,97,412,172,153,150,105,57,2,7,6,11,4,637,412.0,12.362919504510018
1872,3722,1972,Graduation,Single,44503.0,1,1,83,31,1,8,0,0,8,2,2,0,3,6,17,31.0,5.089787503612752
1873,6715,1948,PhD,Single,60200.0,0,1,3,502,19,132,0,6,26,6,6,2,11,6,183,502.0,13.103564763955571
1874,4796,1952,Graduation,Divorced,49638.0,0,1,71,18,10,3,3,5,0,1,1,0,3,2,21,18.0,4.013194043644647
1875,9612,1987,2n Cycle,Single,23830.0,0,0,3,1,8,6,4,8,16,1,1,0,3,7,42,1.0,0.0
1876,3766,1959,Master,Widow,33051.0,0,0,15,100,71,243,108,94,219,3,9,1,8,9,735,100.0,7.886761086955084
1877,1399,1958,Graduation,Married,72905.0,0,0,52,407,114,445,181,165,203,1,3,7,9,1,1108,407.0,12.318176265094621
1878,1570,1951,PhD,Together,69702.0,0,1,8,664,9,240,50,19,57,2,7,7,10,4,375,664.0,14.207510538737646
1879,3426,1975,Graduation,Divorced,70300.0,1,0,89,1045,61,338,60,46,46,3,5,5,13,8,551,1045.0,16.145415010634306
1880,3074,1984,PhD,Married,70643.0,0,0,66,1218,107,304,23,143,33,1,5,8,4,6,610,1218.0,16.844120860649504
1881,8341,1969,PhD,Married,30396.0,1,0,22,15,0,6,0,1,12,2,1,1,2,7,19,15.0,3.6795049699090994
1882,5180,1968,PhD,Divorced,50616.0,0,1,56,128,0,16,0,1,4,2,4,0,4,7,21,128.0,8.57208017062145
1883,6461,1969,Master,Single,62772.0,0,1,74,581,49,157,43,8,108,1,5,6,11,2,365,581.0,13.672123652470288
1884,7679,1985,PhD,Single,30298.0,0,0,48,6,3,12,6,1,0,1,1,1,3,3,22,6.0,2.1877070981936266
1885,10702,1984,Graduation,Single,52413.0,1,0,67,185,8,133,56,56,12,2,7,1,7,7,265,185.0,9.664976988158472
1886,7505,1957,PhD,Married,44155.0,1,1,24,22,1,9,0,0,14,1,1,1,2,4,24,22.0,4.395974737150925
1887,5113,1971,PhD,Divorced,86979.0,0,0,67,584,100,835,65,83,35,1,5,5,5,2,1118,584.0,13.692488286321371
1888,10858,1975,Graduation,Together,76532.0,1,1,38,355,30,177,90,138,30,4,9,5,7,5,465,355.0,11.825236131400395
1889,2961,1982,Graduation,Married,42081.0,1,0,86,175,10,110,54,6,27,2,6,3,4,6,207,175.0,9.494471674307821
1890,2747,1988,PhD,Married,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,1262,864.0,15.309475383637611
1891,3010,1989,Master,Together,88420.0,0,0,87,957,153,612,99,95,153,1,4,7,8,1,1112,957.0,15.75451714572105
1892,5790,1985,Graduation,Married,31158.0,1,0,62,25,6,16,20,0,5,2,2,0,3,8,47,25.0,4.64860867107991
1893,6892,1968,Graduation,Divorced,61671.0,0,1,23,641,7,56,0,0,28,8,10,4,6,8,91,641.0,14.06466379600345
1894,1743,1974,Graduation,Single,69719.0,0,0,99,273,86,208,177,14,43,1,2,3,5,1,528,273.0,10.917978117779354
1895,3578,1949,Graduation,Divorced,49160.0,0,1,29,122,21,43,25,10,15,2,3,1,6,6,114,122.0,8.43592314603959
1896,8462,1978,Basic,Together,24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,79,1.0,0.0
1897,5558,1954,PhD,Single,90933.0,0,0,90,1020,31,430,62,63,79,1,4,6,4,1,665,1020.0,16.037074978598323
1898,4619,1945,PhD,Single,113734.0,0,0,9,6,2,3,1,262,3,0,27,0,0,1,271,6.0,2.1877070981936266
1899,8780,1950,PhD,Together,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,129,378.0,12.049809726368016
1900,10789,1964,PhD,Married,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,26,42.0,5.7485559152302335
1901,10779,1983,Graduation,Single,22148.0,0,0,16,15,5,14,0,4,11,1,1,0,3,7,34,15.0,3.6795049699090994
1902,5896,1987,Master,Married,73395.0,0,0,94,272,7,80,20,7,11,1,4,4,6,2,125,272.0,10.905662678389087
1903,2337,1971,Graduation,Divorced,29819.0,1,0,77,9,1,24,2,1,2,3,3,0,3,6,30,9.0,2.811601860188697
1904,10951,1968,Graduation,Married,45688.0,0,1,20,279,0,18,0,0,9,2,3,1,8,4,27,279.0,10.991136972386226
1905,544,1954,Graduation,Married,62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,578,398.0,12.236540567775666
1906,17,1971,PhD,Married,60491.0,0,1,81,637,47,237,12,19,76,4,6,11,7,5,391,637.0,14.039412055582337
1907,10680,1986,Graduation,Together,33235.0,1,0,71,45,0,16,2,1,6,1,3,0,3,7,25,45.0,5.904337473196736
1908,3265,1959,Graduation,Married,35701.0,0,0,36,21,1,9,7,3,5,1,1,0,3,6,25,21.0,4.305755122990643
1909,5623,1980,Master,Married,31535.0,1,0,95,15,4,13,0,0,19,1,1,1,2,7,36,15.0,3.6795049699090994
1910,5832,1960,2n Cycle,Together,92556.0,0,0,32,493,183,352,184,23,28,0,3,5,13,0,770,493.0,13.03442657818783
1911,5544,1970,Graduation,Single,67384.0,0,1,32,957,40,175,158,53,107,2,7,8,5,5,533,957.0,15.75451714572105
1912,6417,1971,Master,Together,80573.0,0,0,85,829,138,430,60,92,15,1,4,6,13,2,735,829.0,15.132226459730148
1913,5831,1967,Graduation,Married,77870.0,0,1,93,1017,50,500,65,50,133,3,5,5,5,8,798,1017.0,16.023934702699663
1914,7101,1963,PhD,Widow,52278.0,0,1,24,953,0,71,0,0,174,6,10,5,10,8,245,953.0,15.736089713907884
1915,10176,1968,Graduation,Single,57107.0,0,1,44,159,0,120,0,0,137,7,4,4,8,8,257,159.0,9.205044542546842
1916,2326,1990,Graduation,Married,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,53,32.0,5.15665464992511
1917,4385,1981,PhD,Single,36038.0,1,0,82,23,0,15,0,2,7,2,3,0,3,6,24,23.0,4.483034013635515
1918,2929,1976,Graduation,Single,20180.0,0,0,27,18,42,24,15,20,18,1,2,1,4,7,119,18.0,4.013194043644647
1919,10686,1965,PhD,Together,34230.0,1,1,72,15,0,4,0,0,2,1,1,0,2,7,6,15.0,3.6795049699090994
1920,2546,1977,2n Cycle,Single,31878.0,0,1,7,23,4,5,10,5,23,1,1,0,4,3,47,23.0,4.483034013635515
1921,3283,1972,2n Cycle,Married,70932.0,0,1,57,200,193,100,46,185,185,2,6,2,12,3,709,200.0,9.907661521392
1922,3138,1956,Graduation,Single,91249.0,0,0,84,1324,27,119,71,108,27,0,7,9,6,4,352,1324.0,17.234554829159052
1923,4994,1943,Master,Single,77598.0,0,0,53,1193,33,281,129,66,33,1,7,5,13,3,542,1193.0,16.748173384911354
1924,7966,1959,Graduation,Single,80982.0,1,1,48,505,137,401,104,22,22,3,11,5,11,5,686,505.0,13.126394823911017
1925,3112,1977,Master,Married,22701.0,1,0,2,2,4,9,0,4,5,1,1,0,3,5,22,2.0,0.7477012808066248
1926,10872,1969,PhD,Married,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,79,1103.0,16.389149413153643
1927,2181,1970,Graduation,Married,70617.0,0,0,45,353,61,753,40,46,27,1,3,3,7,2,927,353.0,11.805173922502643
1928,1867,1957,Graduation,Single,64849.0,0,0,42,652,48,350,94,84,108,1,9,3,6,5,684,652.0,14.133474631083052
1929,1518,1965,Master,Married,62694.0,1,1,29,379,6,157,25,91,91,5,9,3,7,7,370,379.0,12.059328047728172
1930,5734,1974,PhD,Married,61917.0,1,1,83,46,4,36,2,2,1,1,2,0,4,5,45,46.0,5.954453820834097
1931,2878,1947,PhD,Married,67472.0,0,1,93,162,31,127,8,17,69,2,4,2,7,3,252,162.0,9.260999122599614
1932,1458,1982,Master,Married,21059.0,1,0,40,8,3,19,3,3,8,3,3,0,3,6,36,8.0,2.6247053095507065
1933,7007,1968,Master,Married,29543.0,2,0,47,17,3,18,3,4,18,2,3,1,2,7,46,17.0,3.907164476627945
1934,6200,1951,Graduation,Married,75903.0,0,1,50,340,108,185,130,38,100,2,6,6,9,3,561,340.0,11.672550874835414
1935,1403,1975,2n Cycle,Together,34984.0,1,1,40,8,4,15,3,5,3,2,1,0,3,7,30,8.0,2.6247053095507065
1936,4827,1956,PhD,Single,54998.0,0,1,3,154,22,202,39,30,8,5,4,2,9,4,301,154.0,9.109919344052521
1937,6250,1949,PhD,Widow,54356.0,0,1,62,710,15,30,20,0,0,3,11,2,8,8,65,710.0,14.481944223492349
